2Theta	Intensity
36.950	89.65
37.000	108.34
37.050	133.33
37.100	133.20
37.150	118.70
37.200	95.39
37.250	80.90
37.300	64.79
37.350	53.75
37.400	50.17
37.450	50.95
37.500	45.78
37.550	50.10
37.600	46.33
37.650	47.90
37.700	48.77
37.750	51.50
37.800	58.03
37.850	61.24
37.900	75.16
37.950	89.35
38.000	107.21
38.050	113.02
38.100	108.73
38.150	93.70
38.200	81.30
38.250	62.79
38.300	59.31
38.350	49.95
38.400	47.14
38.450	49.06
38.500	49.21
38.550	48.85
38.600	47.01
38.650	45.80
38.700	49.66
38.750	43.86
38.800	42.82
38.850	43.31
38.900	41.64
38.950	43.20
39.000	48.94
39.050	40.93
39.100	49.50
39.150	41.32
39.200	48.06
39.250	38.68
39.300	50.16
39.350	44.29
39.400	46.83
39.450	46.49
39.500	46.25
39.550	51.48
39.600	50.87
39.650	48.73
39.700	50.88
39.750	53.07
39.800	51.13
39.850	55.53
39.900	57.88
39.950	56.06
40.000	57.72
40.050	65.72
40.100	69.04
40.150	83.07
40.200	100.25
40.250	136.78
40.300	190.78
40.350	272.15
40.400	366.12
40.450	454.00
40.500	490.30
40.550	450.09
40.600	364.26
40.650	270.13
40.700	190.65
40.750	133.83
40.800	99.45
40.850	84.78
40.900	71.79
40.950	60.23
41.000	64.32
41.050	51.79
41.100	53.04
41.150	52.11
41.200	53.15
41.250	49.04
41.300	47.65
41.350	48.45
41.400	50.69
41.450	46.37
41.500	51.98
41.550	46.91
41.600	44.59
41.650	44.42
41.700	43.52
41.750	46.59
41.800	43.95
41.850	44.06
41.900	42.69
41.950	48.66
42.000	39.17
42.050	42.97
42.100	44.66
42.150	44.38
42.200	43.57
42.250	45.27
42.300	43.92
42.350	42.71
42.400	40.54
42.450	43.92
42.500	40.28
42.550	37.89
42.600	45.33
42.650	42.20
42.700	41.60
42.750	42.29
42.800	42.41
42.850	41.92
42.900	42.23
42.950	43.28
43.000	42.32
43.050	43.97
43.100	48.88
43.150	45.10
43.200	43.81
43.250	42.87
43.300	43.55
43.350	44.61
43.400	43.74
43.450	45.58
43.500	45.35
43.550	42.15
43.600	41.48
43.650	43.92
43.700	46.91
43.750	40.03
43.800	43.90
43.850	42.68
43.900	42.49
43.950	42.36
44.000	46.91
44.050	45.77
44.100	43.56
44.150	42.00
44.200	45.73
44.250	44.46
44.300	42.67
44.350	42.93
44.400	44.89
44.450	40.40
44.500	44.58
44.550	44.76
44.600	44.71
44.650	48.76
44.700	46.40
44.750	50.98
44.800	53.18
44.850	60.10
44.900	71.95
44.950	98.99
45.000	116.27
45.050	137.62
45.100	146.39
45.150	136.07
45.200	113.69
45.250	90.83
45.300	72.96
45.350	64.08
45.400	53.38
45.450	51.85
45.500	48.82
45.550	49.22
45.600	48.18
45.650	46.43
45.700	45.70
45.750	50.59
45.800	45.74
45.850	42.49
45.900	43.83
45.950	41.08
46.000	43.68
46.050	41.71
46.100	48.08
46.150	51.29
46.200	46.59
46.250	44.26
46.300	44.64
46.350	43.70
46.400	43.89
46.450	47.33
46.500	51.20
46.550	48.49
46.600	46.06
46.650	57.05
46.700	48.56
46.750	56.79
46.800	62.55
46.850	64.06
46.900	67.62
46.950	67.67
47.000	86.58
47.050	104.68
47.100	146.46
47.150	209.83
47.200	307.38
47.250	422.84
47.300	522.60
47.350	525.72
47.400	444.06
47.450	326.77
47.500	235.02
47.550	159.09
47.600	111.23
47.650	81.60
47.700	71.59
47.750	64.58
47.800	66.71
47.850	55.83
47.900	57.04
47.950	48.99
48.000	50.76
48.050	52.86
48.100	47.64
48.150	44.72
48.200	49.41
48.250	48.34
48.300	47.05
48.350	48.64
48.400	44.23
48.450	45.99
48.500	41.91
48.550	43.79
48.600	44.37
48.650	38.54
48.700	42.27
48.750	45.36
48.800	39.44
48.850	41.50
48.900	43.43
48.950	50.63
49.000	45.38
49.050	41.46
49.100	38.80
49.150	41.74
49.200	42.64
49.250	45.24
49.300	41.09
49.350	44.47
49.400	45.07
49.450	41.65
49.500	44.15
49.550	41.23
49.600	42.18
49.650	38.26
49.700	42.14
49.750	44.14
49.800	43.41
49.850	41.32
49.900	44.42
49.950	40.39
50.000	41.26
50.050	38.40
50.100	43.49
50.150	40.69
50.200	42.33
50.250	42.21
50.300	41.70
50.350	42.46
50.400	43.55
50.450	41.44
50.500	43.03
50.550	42.07
50.600	43.08
50.650	40.99
50.700	44.20
50.750	43.16
50.800	39.46
50.850	41.16
50.900	39.68
50.950	37.07
51.000	41.01
51.050	44.86
51.100	43.23
51.150	41.50
51.200	42.59
51.250	43.17
51.300	44.57
51.350	43.61
51.400	46.84
51.450	44.40
51.500	37.15
51.550	41.83
51.600	44.10
51.650	41.00
51.700	37.60
51.750	41.63
51.800	39.98
51.850	35.93
51.900	41.20
51.950	44.22
52.000	43.31
52.050	43.30
52.100	41.97
52.150	38.89
52.200	44.64
52.250	41.00
52.300	40.06
52.350	42.05
52.400	45.94
52.450	42.90
52.500	42.52
52.550	39.38
52.600	46.57
52.650	43.96
52.700	45.82
52.750	46.37
52.800	38.80
52.850	44.04
52.900	43.83
52.950	37.35
53.000	42.82
53.050	40.82
53.100	37.03
53.150	44.07
53.200	41.64
53.250	42.06
53.300	44.19
53.350	42.60
53.400	43.63
53.450	39.52
53.500	44.78
53.550	42.08
53.600	40.65
53.650	42.59
53.700	45.75
53.750	40.68
53.800	46.73
53.850	45.15
53.900	52.71
53.950	53.36
54.000	58.45
54.050	69.06
54.100	77.86
54.150	92.26
54.200	96.00
54.250	89.85
54.300	80.16
54.350	67.23
54.400	61.73
54.450	53.23
54.500	50.00
54.550	47.01
54.600	49.80
54.650	41.47
54.700	41.28
54.750	42.90
54.800	45.96
54.850	41.08
54.900	43.62
54.950	48.33
55.000	48.40
55.050	43.99
55.100	50.22
55.150	53.43
55.200	56.43
55.250	53.50
55.300	56.52
55.350	59.14
55.400	68.34
55.450	71.30
55.500	74.76
55.550	87.50
55.600	92.98
55.650	105.45
55.700	109.65
55.750	119.88
55.800	131.36
55.850	125.75
55.900	134.07
55.950	147.21
56.000	165.83
56.050	204.99
56.100	248.11
56.150	280.83
56.200	279.58
56.250	241.17
56.300	180.72
56.350	133.00
56.400	101.68
56.450	76.45
56.500	66.61
56.550	57.37
56.600	59.49
56.650	55.93
56.700	52.86
56.750	50.71
56.800	47.71
56.850	45.19
56.900	52.63
56.950	48.20
57.000	45.70
57.050	46.77
57.100	47.66
57.150	48.21
57.200	48.86
57.250	46.25
57.300	42.12
57.350	44.20
57.400	45.12
57.450	43.51
57.500	43.82
57.550	35.77
57.600	47.65
57.650	42.99
57.700	47.68
57.750	45.72
57.800	44.37
57.850	48.48
57.900	41.67
57.950	50.41
58.000	43.80
58.050	39.02
58.100	42.06
58.150	44.33
58.200	39.70
58.250	44.24
58.300	43.82
58.350	43.69
58.400	44.72
58.450	44.97
58.500	48.59
58.550	50.38
58.600	51.83
58.650	56.70
58.700	65.41
58.750	80.70
58.800	103.73
58.850	141.32
58.900	178.45
58.950	197.83
59.000	194.44
59.050	164.24
59.100	131.15
59.150	95.92
59.200	78.47
59.250	60.05
59.300	51.57
59.350	46.91
59.400	44.77
59.450	46.38
59.500	51.47
59.550	47.29
59.600	45.15
59.650	42.51
59.700	43.02
59.750	41.54
59.800	42.20
59.850	43.46
59.900	44.36
59.950	41.66
60.000	44.03
60.050	42.08
60.100	41.18
60.150	43.13
60.200	40.67
60.250	42.06
60.300	41.73
60.350	44.33
60.400	41.45
60.450	42.48
60.500	38.98
60.550	40.93
60.600	44.71
60.650	44.81
60.700	43.08
60.750	39.99
60.800	39.30
60.850	39.22
60.900	39.87
60.950	42.15
61.000	39.41
61.050	38.62
61.100	38.20
61.150	39.33
61.200	35.94
61.250	37.34
61.300	38.65
61.350	40.23
61.400	45.14
61.450	43.02
61.500	41.59
61.550	37.05
61.600	39.74
61.650	42.62
61.700	44.21
61.750	35.18
61.800	44.42
61.850	40.56
61.900	43.29
61.950	39.56
62.000	40.84
62.050	37.96
62.100	41.21
62.150	44.86
62.200	44.27
62.250	43.06
62.300	38.97
62.350	40.38
62.400	39.52
62.450	41.86
62.500	43.47
62.550	38.06
62.600	39.69
62.650	43.37
62.700	43.82
62.750	38.04
62.800	40.89
62.850	44.21
62.900	44.22
62.950	40.24
63.000	43.90
63.050	42.16
63.100	38.88
63.150	45.56
63.200	40.36
63.250	41.16
63.300	37.58
63.350	40.39
63.400	39.96
63.450	37.44
63.500	43.14
63.550	40.47
63.600	44.84
63.650	42.10
63.700	46.11
63.750	44.00
63.800	44.23
63.850	45.59
63.900	46.46
63.950	51.94
64.000	63.29
64.050	75.68
64.100	89.42
64.150	105.29
64.200	109.21
64.250	104.27
64.300	88.41
64.350	70.31
64.400	64.20
64.450	52.66
64.500	48.24
64.550	48.00
64.600	42.37
64.650	45.52
64.700	37.57
64.750	41.36
64.800	37.44
64.850	45.29
64.900	43.84
64.950	40.21
65.000	41.69
65.050	39.42
65.100	42.48
65.150	43.30
65.200	39.77
65.250	42.20
65.300	39.04
65.350	40.31
65.400	41.63
65.450	42.96
65.500	39.37
65.550	40.71
65.600	42.09
65.650	42.86
65.700	44.42
65.750	40.49
65.800	45.71
65.850	38.88
65.900	42.98
65.950	44.86
66.000	45.49
66.050	40.56
66.100	38.19
66.150	37.00
66.200	39.74
66.250	36.21
66.300	38.83
66.350	36.24
66.400	41.63
66.450	43.56
66.500	40.39
66.550	44.43
66.600	39.93
66.650	42.38
66.700	38.39
66.750	41.37
66.800	42.83
66.850	41.68
66.900	43.42
66.950	41.21
67.000	41.05
67.050	41.26
67.100	43.88
67.150	41.83
67.200	42.03
67.250	41.39
67.300	43.84
67.350	35.01
67.400	39.33
67.450	41.05
67.500	41.28
67.550	37.24
67.600	44.89
67.650	41.47
67.700	39.67
67.750	44.59
67.800	43.50
67.850	37.43
67.900	35.69
67.950	39.05
68.000	43.47
68.050	43.45
68.100	42.30
68.150	43.61
68.200	41.13
68.250	44.75
68.300	44.03
68.350	39.74
68.400	42.06
68.450	42.63
68.500	44.85
68.550	40.64
68.600	43.24
68.650	45.37
68.700	43.34
68.750	47.75
68.800	48.53
68.850	46.92
68.900	51.33
68.950	57.50
69.000	67.11
69.050	81.52
69.100	106.99
69.150	142.61
69.200	160.61
69.250	165.63
69.300	142.52
69.350	109.70
69.400	93.72
69.450	67.84
69.500	58.77
69.550	50.04
69.600	47.72
69.650	46.55
69.700	44.37
69.750	45.82
69.800	48.26
69.850	42.58
69.900	46.12
69.950	41.08
70.000	43.44
