2Theta	Intensity
31.650	81.61
31.700	89.07
31.750	83.93
31.800	90.51
31.850	86.21
31.900	84.80
31.950	80.58
32.000	83.58
32.050	75.63
32.100	71.09
32.150	68.11
32.200	61.11
32.250	56.49
32.300	55.83
32.350	52.39
32.400	52.47
32.450	54.08
32.500	57.17
32.550	53.81
32.600	57.03
32.650	59.21
32.700	62.80
32.750	70.34
32.800	75.36
32.850	96.51
32.900	113.22
32.950	134.70
33.000	133.38
33.050	129.42
33.100	101.56
33.150	91.16
33.200	76.35
33.250	63.76
33.300	55.77
33.350	54.25
33.400	54.64
33.450	47.44
33.500	46.93
33.550	47.42
33.600	44.99
33.650	48.57
33.700	49.32
33.750	47.20
33.800	45.68
33.850	45.96
33.900	39.10
33.950	41.76
34.000	39.39
34.050	47.14
34.100	40.37
34.150	44.27
34.200	48.44
34.250	46.02
34.300	43.85
34.350	41.45
34.400	41.59
34.450	44.02
34.500	44.42
34.550	42.79
34.600	40.34
34.650	38.58
34.700	42.14
34.750	41.17
34.800	46.56
34.850	47.20
34.900	37.45
34.950	43.46
35.000	50.22
35.050	47.04
35.100	41.88
35.150	45.79
35.200	43.46
35.250	43.68
35.300	47.96
35.350	40.62
35.400	46.17
35.450	41.01
35.500	44.45
35.550	42.72
35.600	43.21
35.650	50.13
35.700	41.04
35.750	47.76
35.800	41.07
35.850	43.26
35.900	46.79
35.950	43.48
36.000	44.15
36.050	43.29
36.100	43.54
36.150	46.14
36.200	45.78
36.250	42.04
36.300	46.24
36.350	45.39
36.400	46.90
36.450	46.71
36.500	47.03
36.550	44.39
36.600	44.40
36.650	49.55
36.700	49.77
36.750	55.28
36.800	59.27
36.850	68.49
36.900	74.25
36.950	88.54
37.000	104.77
37.050	113.59
37.100	119.24
37.150	113.73
37.200	95.01
37.250	82.02
37.300	65.14
37.350	61.37
37.400	54.81
37.450	47.05
37.500	49.44
37.550	47.11
37.600	53.38
37.650	43.20
37.700	49.33
37.750	54.17
37.800	55.88
37.850	69.54
37.900	79.34
37.950	89.41
38.000	97.55
38.050	100.78
38.100	99.79
38.150	89.23
38.200	76.54
38.250	64.79
38.300	58.71
38.350	51.34
38.400	50.62
38.450	48.72
38.500	46.22
38.550	43.42
38.600	43.96
38.650	46.52
38.700	46.43
38.750	47.45
38.800	44.33
38.850	42.43
38.900	41.04
38.950	44.78
39.000	51.01
39.050	42.35
39.100	45.26
39.150	42.38
39.200	48.09
39.250	44.51
39.300	50.38
39.350	45.79
39.400	44.57
39.450	45.02
39.500	40.21
39.550	45.86
39.600	48.84
39.650	45.67
39.700	47.92
39.750	45.98
39.800	48.84
39.850	48.34
39.900	54.17
39.950	50.35
40.000	54.72
40.050	67.33
40.100	64.08
40.150	71.14
40.200	83.38
40.250	107.66
40.300	143.51
40.350	196.49
40.400	253.01
40.450	304.77
40.500	317.98
40.550	299.69
40.600	244.53
40.650	200.80
40.700	145.15
40.750	105.73
40.800	83.55
40.850	74.26
40.900	51.96
40.950	54.86
41.000	52.63
41.050	47.16
41.100	53.30
41.150	47.21
41.200	47.74
41.250	50.27
41.300	47.86
41.350	49.73
41.400	51.86
41.450	46.42
41.500	45.45
41.550	48.79
41.600	37.59
41.650	42.45
41.700	44.52
41.750	38.87
41.800	45.23
41.850	47.07
41.900	42.26
41.950	39.82
42.000	42.76
42.050	43.06
42.100	39.49
42.150	37.27
42.200	39.68
42.250	36.96
42.300	41.14
42.350	44.16
42.400	45.80
42.450	47.39
42.500	40.90
42.550	39.01
42.600	42.57
42.650	36.37
42.700	40.11
42.750	44.49
42.800	38.76
42.850	39.44
42.900	40.64
42.950	41.13
43.000	49.81
43.050	40.79
43.100	42.99
43.150	42.70
43.200	41.40
43.250	41.30
43.300	44.59
43.350	44.00
43.400	41.73
43.450	46.37
43.500	43.42
43.550	41.10
43.600	44.46
43.650	45.05
43.700	40.00
43.750	42.83
43.800	42.41
43.850	49.99
43.900	44.94
43.950	41.78
44.000	44.13
44.050	48.80
44.100	39.80
44.150	45.72
44.200	46.32
44.250	42.54
44.300	46.87
44.350	43.14
44.400	45.43
44.450	46.99
44.500	44.02
44.550	45.37
44.600	48.95
44.650	46.33
44.700	44.40
44.750	48.05
44.800	60.29
44.850	63.79
44.900	77.44
44.950	89.66
45.000	103.03
45.050	123.74
45.100	129.03
45.150	125.60
45.200	112.01
45.250	90.71
45.300	71.06
45.350	62.71
45.400	57.17
45.450	52.34
45.500	48.24
45.550	47.55
45.600	50.12
45.650	47.57
45.700	42.93
45.750	42.33
45.800	47.20
45.850	47.95
45.900	49.06
45.950	46.51
46.000	46.84
46.050	46.52
46.100	44.99
46.150	42.63
46.200	48.57
46.250	45.23
46.300	50.11
46.350	46.31
46.400	44.87
46.450	49.55
46.500	48.85
46.550	47.01
46.600	46.13
46.650	53.75
46.700	52.59
46.750	57.24
46.800	59.70
46.850	64.30
46.900	67.62
46.950	77.48
47.000	89.49
47.050	120.98
47.100	156.79
47.150	221.71
47.200	296.73
47.250	382.05
47.300	446.47
47.350	446.59
47.400	397.91
47.450	311.79
47.500	233.79
47.550	167.78
47.600	124.44
47.650	92.18
47.700	80.72
47.750	66.88
47.800	64.54
47.850	59.57
47.900	55.84
47.950	56.82
48.000	55.95
48.050	55.44
48.100	42.24
48.150	52.20
48.200	48.55
48.250	47.26
48.300	52.30
48.350	50.80
48.400	50.56
48.450	44.28
48.500	47.82
48.550	39.38
48.600	42.06
48.650	43.23
48.700	43.53
48.750	41.18
48.800	48.36
48.850	43.52
48.900	40.41
48.950	39.97
49.000	43.75
49.050	42.22
49.100	44.46
49.150	41.37
49.200	44.46
49.250	46.04
49.300	40.49
49.350	44.75
49.400	43.34
49.450	43.58
49.500	38.95
49.550	45.46
49.600	45.72
49.650	37.80
49.700	44.25
49.750	53.92
49.800	42.07
49.850	45.52
49.900	42.47
49.950	37.60
50.000	45.09
50.050	44.34
50.100	41.58
50.150	41.15
50.200	36.57
50.250	46.33
50.300	47.81
50.350	40.64
50.400	42.86
50.450	35.86
50.500	40.52
50.550	43.12
50.600	39.85
50.650	39.89
50.700	39.73
50.750	41.85
50.800	47.58
50.850	44.34
50.900	40.30
50.950	43.09
51.000	46.54
51.050	40.72
51.100	40.73
51.150	44.16
51.200	41.51
51.250	43.12
51.300	41.63
51.350	40.92
51.400	49.95
51.450	39.04
51.500	40.41
51.550	43.15
51.600	43.84
51.650	41.23
51.700	40.61
51.750	41.51
51.800	40.53
51.850	42.95
51.900	37.90
51.950	40.52
52.000	42.70
52.050	43.19
52.100	41.31
52.150	43.60
52.200	34.79
52.250	41.36
52.300	39.28
52.350	43.15
52.400	42.86
52.450	46.32
52.500	39.07
52.550	36.43
52.600	45.39
52.650	41.58
52.700	40.51
52.750	43.71
52.800	36.23
52.850	39.86
52.900	41.73
52.950	41.46
53.000	42.04
53.050	43.81
53.100	41.90
53.150	39.67
53.200	39.91
53.250	43.07
53.300	45.75
53.350	41.55
53.400	47.28
53.450	41.15
53.500	41.29
53.550	42.69
53.600	49.28
53.650	41.31
53.700	41.05
53.750	46.97
53.800	46.48
53.850	43.31
53.900	49.65
53.950	54.79
54.000	57.98
54.050	67.26
54.100	75.54
54.150	82.50
54.200	84.68
54.250	84.06
54.300	75.31
54.350	63.97
54.400	59.61
54.450	51.04
54.500	49.47
54.550	51.80
54.600	42.57
54.650	43.99
54.700	45.01
54.750	42.80
54.800	45.63
54.850	41.49
54.900	38.81
54.950	40.39
55.000	42.06
55.050	47.44
55.100	45.00
55.150	38.89
55.200	40.49
55.250	44.36
55.300	46.74
55.350	41.98
55.400	46.05
55.450	43.90
55.500	46.22
55.550	46.62
55.600	52.49
55.650	47.03
55.700	49.39
55.750	56.80
55.800	56.25
55.850	66.40
55.900	72.18
55.950	91.02
56.000	122.64
56.050	157.00
56.100	191.22
56.150	223.14
56.200	230.09
56.250	203.98
56.300	167.11
56.350	125.92
56.400	99.82
56.450	80.48
56.500	63.70
56.550	59.53
56.600	50.48
56.650	51.87
56.700	48.16
56.750	53.55
56.800	45.82
56.850	46.26
56.900	43.11
56.950	48.93
57.000	40.83
57.050	42.86
57.100	38.97
57.150	40.15
57.200	45.51
57.250	44.74
57.300	45.63
57.350	45.41
57.400	44.10
57.450	43.35
57.500	35.88
57.550	42.84
57.600	40.69
57.650	44.35
57.700	44.61
57.750	41.71
57.800	40.63
57.850	45.90
57.900	42.80
57.950	41.03
58.000	45.89
58.050	44.70
58.100	47.29
58.150	42.43
58.200	45.24
58.250	45.81
58.300	46.78
58.350	39.88
58.400	42.81
58.450	49.80
58.500	52.39
58.550	50.14
58.600	53.37
58.650	62.68
58.700	67.88
58.750	83.89
58.800	100.67
58.850	127.29
58.900	154.56
58.950	176.11
59.000	173.32
59.050	157.14
59.100	123.90
59.150	96.79
59.200	80.12
59.250	68.73
59.300	51.29
59.350	56.52
59.400	47.56
59.450	46.48
59.500	46.08
59.550	44.43
59.600	43.30
59.650	41.66
59.700	47.22
59.750	44.01
59.800	44.04
59.850	43.15
59.900	39.57
59.950	46.15
60.000	42.65
60.050	41.99
60.100	39.56
60.150	43.27
60.200	43.28
60.250	37.04
60.300	45.07
60.350	43.93
60.400	44.78
60.450	42.50
60.500	38.49
60.550	41.75
60.600	43.19
60.650	41.71
60.700	42.57
60.750	41.03
60.800	40.94
60.850	45.44
60.900	47.19
60.950	39.69
61.000	38.44
61.050	48.56
61.100	41.61
61.150	39.99
61.200	36.33
61.250	48.04
61.300	41.48
61.350	43.23
61.400	44.11
61.450	41.70
61.500	42.42
61.550	44.29
61.600	40.01
61.650	41.34
61.700	47.97
61.750	40.14
61.800	38.26
61.850	40.85
61.900	44.39
61.950	36.41
62.000	43.04
62.050	37.85
62.100	42.30
62.150	39.18
62.200	36.81
62.250	40.45
62.300	38.47
62.350	38.54
62.400	41.91
62.450	42.85
62.500	41.40
62.550	47.24
62.600	40.78
62.650	38.21
62.700	36.20
62.750	40.82
62.800	44.40
62.850	42.26
62.900	38.10
62.950	40.91
63.000	38.42
63.050	41.30
63.100	42.28
63.150	44.62
63.200	40.18
63.250	40.95
63.300	41.65
63.350	41.01
63.400	38.58
63.450	40.44
63.500	35.87
63.550	38.76
63.600	40.57
63.650	43.35
63.700	37.05
63.750	41.57
63.800	42.23
63.850	54.29
63.900	51.32
63.950	56.15
64.000	65.28
64.050	70.82
64.100	87.87
64.150	96.83
64.200	101.08
64.250	98.02
64.300	88.56
64.350	67.63
64.400	62.29
64.450	62.91
64.500	53.63
64.550	47.71
64.600	43.55
64.650	42.28
64.700	48.89
64.750	44.27
64.800	40.04
64.850	44.48
64.900	40.78
64.950	39.77
65.000	40.50
65.050	39.34
65.100	36.99
65.150	43.41
65.200	41.44
65.250	35.40
65.300	32.23
65.350	42.79
65.400	45.24
65.450	48.35
65.500	40.60
65.550	41.66
65.600	37.77
65.650	35.90
65.700	41.41
65.750	39.06
65.800	41.45
65.850	41.98
65.900	36.81
65.950	43.86
66.000	42.62
66.050	45.71
66.100	43.21
66.150	38.83
66.200	39.32
66.250	40.61
66.300	37.49
66.350	42.90
66.400	41.21
66.450	46.55
66.500	39.39
66.550	39.46
66.600	45.58
66.650	43.18
66.700	37.40
66.750	38.45
66.800	42.44
66.850	39.54
66.900	40.38
66.950	39.70
67.000	47.63
67.050	37.24
67.100	37.33
67.150	40.49
67.200	42.14
67.250	39.75
67.300	36.30
67.350	40.18
67.400	38.27
67.450	44.34
67.500	43.97
67.550	38.90
67.600	40.04
67.650	43.70
67.700	44.33
67.750	38.66
67.800	45.28
67.850	43.97
67.900	47.10
67.950	44.01
68.000	36.70
68.050	41.76
68.100	42.41
68.150	42.77
68.200	43.87
68.250	41.11
68.300	42.71
68.350	41.47
68.400	36.77
68.450	41.74
68.500	39.78
68.550	44.74
68.600	49.69
68.650	44.42
68.700	44.79
68.750	45.56
68.800	46.59
68.850	49.10
68.900	53.12
68.950	62.32
69.000	69.92
69.050	84.61
69.100	102.57
69.150	125.42
69.200	143.13
69.250	147.23
69.300	131.04
69.350	110.72
69.400	89.69
69.450	68.62
69.500	60.58
69.550	56.11
69.600	51.63
69.650	48.25
69.700	45.20
69.750	47.54
69.800	43.00
69.850	48.72
69.900	43.41
69.950	45.72
70.000	40.81
