2Theta	Intensity
19.900	36.87
19.950	37.71
20.000	43.69
20.050	46.13
20.100	44.49
20.150	41.21
20.200	40.66
20.250	43.80
20.300	42.63
20.350	42.30
20.400	45.16
20.450	47.26
20.500	40.22
20.550	49.56
20.600	43.63
20.650	44.58
20.700	43.19
20.750	40.15
20.800	43.60
20.850	49.26
20.900	43.99
20.950	42.32
21.000	44.10
21.050	46.12
21.100	42.60
21.150	47.38
21.200	45.31
21.250	44.73
21.300	42.64
21.350	43.52
21.400	43.98
21.450	45.51
21.500	45.81
21.550	45.93
21.600	44.38
21.650	46.71
21.700	41.86
21.750	42.19
21.800	45.84
21.850	42.88
21.900	45.56
21.950	46.30
22.000	47.25
22.050	43.24
22.100	45.17
22.150	46.06
22.200	46.81
22.250	41.45
22.300	49.48
22.350	38.71
22.400	44.30
22.450	43.62
22.500	43.57
22.550	44.36
22.600	45.76
22.650	48.43
22.700	51.67
22.750	40.73
22.800	52.40
22.850	51.36
22.900	57.03
22.950	68.32
23.000	70.25
23.050	79.15
23.100	84.63
23.150	82.52
23.200	79.89
23.250	70.78
23.300	62.01
23.350	60.69
23.400	53.53
23.450	48.99
23.500	46.60
23.550	43.50
23.600	49.10
23.650	49.78
23.700	49.75
23.750	44.57
23.800	48.40
23.850	40.99
23.900	43.05
23.950	43.13
24.000	40.49
24.050	48.73
24.100	44.49
24.150	48.69
24.200	48.73
24.250	50.04
24.300	48.50
24.350	45.57
24.400	38.77
24.450	42.98
24.500	44.79
24.550	48.00
24.600	42.45
24.650	43.63
24.700	47.28
24.750	40.18
24.800	43.14
24.850	45.41
24.900	47.20
24.950	44.50
25.000	48.34
25.050	40.77
25.100	38.26
25.150	45.89
25.200	45.73
25.250	38.64
25.300	41.91
25.350	42.13
25.400	40.94
25.450	48.19
25.500	37.97
25.550	46.57
25.600	48.49
25.650	43.81
25.700	46.45
25.750	40.96
25.800	46.38
25.850	41.45
25.900	49.08
25.950	47.18
26.000	44.10
26.050	40.35
26.100	47.61
26.150	43.19
26.200	45.69
26.250	44.15
26.300	46.06
26.350	43.67
26.400	39.01
26.450	45.15
26.500	49.13
26.550	46.70
26.600	43.46
26.650	42.75
26.700	44.57
26.750	48.00
26.800	41.60
26.850	51.26
26.900	44.65
26.950	45.85
27.000	52.19
27.050	46.22
27.100	46.66
27.150	44.33
27.200	44.92
27.250	54.55
27.300	50.95
27.350	51.77
27.400	50.37
27.450	41.99
27.500	58.97
27.550	47.80
27.600	53.51
27.650	53.21
27.700	58.79
27.750	56.01
27.800	58.77
27.850	62.81
27.900	68.94
27.950	69.29
28.000	73.98
28.050	77.58
28.100	88.90
28.150	107.89
28.200	140.62
28.250	191.28
28.300	257.63
28.350	360.13
28.400	477.85
28.450	592.49
28.500	680.67
28.550	684.40
28.600	607.44
28.650	503.18
28.700	377.07
28.750	282.62
28.800	199.37
28.850	143.70
28.900	118.41
28.950	92.29
29.000	88.02
29.050	74.07
29.100	71.85
29.150	73.07
29.200	63.75
29.250	66.16
29.300	65.06
29.350	59.12
29.400	61.53
29.450	65.74
29.500	65.10
29.550	73.51
29.600	82.24
29.650	91.49
29.700	102.66
29.750	113.32
29.800	111.39
29.850	109.18
29.900	95.35
29.950	84.67
30.000	72.99
30.050	67.56
30.100	57.99
30.150	57.57
30.200	43.95
30.250	55.45
30.300	47.49
30.350	42.36
30.400	49.72
30.450	49.80
30.500	48.74
30.550	52.49
30.600	45.83
30.650	45.75
30.700	46.13
30.750	42.38
30.800	42.46
30.850	48.96
30.900	46.21
30.950	43.18
31.000	45.29
31.050	47.84
31.100	43.00
31.150	44.30
31.200	47.16
31.250	47.61
31.300	37.03
31.350	41.02
31.400	47.71
31.450	41.18
31.500	44.21
31.550	49.25
31.600	45.85
31.650	44.95
31.700	44.92
31.750	44.18
31.800	45.06
31.850	47.82
31.900	40.24
31.950	43.95
32.000	45.05
32.050	45.98
32.100	45.15
32.150	43.34
32.200	49.56
32.250	47.73
32.300	46.07
32.350	46.97
32.400	51.98
32.450	47.35
32.500	48.87
32.550	45.90
32.600	52.95
32.650	53.93
32.700	55.48
32.750	74.01
32.800	77.44
32.850	94.08
32.900	103.45
32.950	122.65
33.000	122.58
33.050	109.88
33.100	98.24
33.150	81.11
33.200	71.49
33.250	69.96
33.300	49.20
33.350	45.57
33.400	46.76
33.450	46.74
33.500	46.94
33.550	42.23
33.600	47.56
33.650	44.96
33.700	40.46
33.750	45.85
33.800	44.87
33.850	43.83
33.900	39.15
33.950	44.01
34.000	40.71
34.050	39.51
34.100	43.07
34.150	42.24
34.200	46.14
34.250	42.75
34.300	52.22
34.350	51.13
34.400	40.36
34.450	39.67
34.500	45.02
34.550	41.80
34.600	44.79
34.650	38.46
34.700	44.98
34.750	44.65
34.800	42.35
34.850	44.55
34.900	39.73
34.950	41.82
35.000	40.53
35.050	45.32
35.100	39.26
35.150	38.51
35.200	41.02
35.250	48.01
35.300	41.08
35.350	41.85
35.400	39.96
35.450	45.47
35.500	41.14
35.550	40.05
35.600	44.24
35.650	41.84
35.700	40.30
35.750	43.70
35.800	44.70
35.850	45.52
35.900	43.44
35.950	45.88
36.000	41.34
36.050	44.56
36.100	39.72
36.150	38.57
36.200	42.35
36.250	45.28
36.300	44.25
36.350	42.44
36.400	38.91
36.450	42.81
36.500	48.86
36.550	48.32
36.600	46.50
36.650	48.30
36.700	47.63
36.750	54.17
36.800	58.47
36.850	59.98
36.900	71.82
36.950	91.34
37.000	98.72
37.050	109.61
37.100	108.32
37.150	97.32
37.200	90.77
37.250	78.86
37.300	70.16
37.350	62.21
37.400	51.67
37.450	53.46
37.500	54.66
37.550	44.83
37.600	49.68
37.650	50.11
37.700	48.41
37.750	52.96
37.800	60.39
37.850	71.47
37.900	74.04
37.950	84.24
38.000	90.63
38.050	89.16
38.100	91.44
38.150	81.04
38.200	76.89
38.250	60.04
38.300	54.80
38.350	54.87
38.400	49.38
38.450	48.83
38.500	48.74
38.550	43.99
38.600	46.72
38.650	44.65
38.700	43.11
38.750	44.23
38.800	48.40
38.850	40.53
38.900	54.61
38.950	48.83
39.000	42.74
39.050	44.04
39.100	43.53
39.150	45.24
39.200	45.13
39.250	48.83
39.300	49.58
39.350	48.48
39.400	44.86
39.450	46.14
39.500	43.88
39.550	44.44
39.600	51.15
39.650	48.98
39.700	45.01
39.750	51.81
39.800	49.94
39.850	54.60
39.900	50.23
39.950	52.14
40.000	57.26
40.050	60.98
40.100	64.65
40.150	69.46
40.200	92.57
40.250	111.96
40.300	154.66
40.350	185.45
40.400	237.26
40.450	275.08
40.500	293.86
40.550	274.10
40.600	238.75
40.650	189.87
40.700	142.75
40.750	110.76
40.800	87.61
40.850	75.96
40.900	66.48
40.950	61.40
41.000	53.53
41.050	52.29
41.100	50.89
41.150	49.32
41.200	49.83
41.250	52.03
41.300	48.57
41.350	51.50
41.400	47.10
41.450	41.78
41.500	47.63
41.550	43.67
41.600	40.04
41.650	47.55
41.700	44.27
41.750	38.71
41.800	40.22
41.850	45.09
41.900	40.82
41.950	45.67
42.000	45.78
42.050	42.80
42.100	44.68
42.150	43.29
42.200	43.75
42.250	50.53
42.300	41.47
42.350	44.54
42.400	45.81
42.450	47.36
42.500	43.57
42.550	45.38
42.600	44.79
42.650	42.12
42.700	43.50
42.750	43.02
42.800	42.09
42.850	42.83
42.900	35.66
42.950	47.22
43.000	42.25
43.050	41.52
43.100	44.12
43.150	40.83
43.200	44.76
43.250	40.65
43.300	46.11
43.350	46.08
43.400	42.61
43.450	42.07
43.500	40.33
43.550	40.40
43.600	43.14
43.650	36.63
43.700	44.64
43.750	46.04
43.800	43.27
43.850	43.68
43.900	42.16
43.950	37.55
44.000	46.42
44.050	40.63
44.100	39.51
44.150	45.68
44.200	41.53
44.250	42.24
44.300	43.91
44.350	43.96
44.400	44.86
44.450	47.06
44.500	47.11
44.550	43.40
44.600	43.98
44.650	44.99
44.700	43.82
44.750	50.97
44.800	53.42
44.850	64.99
44.900	73.89
44.950	91.59
45.000	102.19
45.050	115.56
45.100	119.47
45.150	110.73
45.200	100.44
45.250	85.57
45.300	74.72
45.350	64.27
45.400	60.46
45.450	51.05
45.500	47.78
45.550	49.40
45.600	42.94
45.650	52.71
45.700	51.11
45.750	49.05
45.800	42.46
45.850	47.17
45.900	45.89
45.950	41.10
46.000	47.77
46.050	43.84
46.100	43.61
46.150	45.56
46.200	49.00
46.250	47.71
46.300	50.26
46.350	41.19
46.400	46.59
46.450	48.26
46.500	47.25
46.550	49.05
46.600	47.92
46.650	56.68
46.700	56.64
46.750	58.66
46.800	56.52
46.850	63.37
46.900	69.43
46.950	75.70
47.000	95.29
47.050	119.64
47.100	158.04
47.150	211.59
47.200	276.89
47.250	345.59
47.300	394.22
47.350	396.03
47.400	364.66
47.450	288.13
47.500	223.55
47.550	171.69
47.600	132.78
47.650	95.01
47.700	83.96
47.750	68.43
47.800	63.55
47.850	58.18
47.900	55.34
47.950	51.42
48.000	59.80
48.050	51.55
48.100	48.49
48.150	39.81
48.200	50.77
48.250	48.46
48.300	41.49
48.350	44.83
48.400	45.41
48.450	47.39
48.500	38.42
48.550	44.14
48.600	44.86
48.650	38.86
48.700	45.23
48.750	43.72
48.800	39.14
48.850	42.52
48.900	42.20
48.950	42.65
49.000	41.33
49.050	44.90
49.100	36.36
49.150	41.46
49.200	44.77
49.250	44.14
49.300	42.34
49.350	40.84
49.400	41.71
49.450	38.56
49.500	45.00
49.550	43.35
49.600	40.01
49.650	43.24
49.700	36.50
49.750	38.74
49.800	45.52
49.850	46.17
49.900	39.77
49.950	40.20
50.000	39.68
50.050	40.76
50.100	41.28
50.150	42.62
50.200	45.02
50.250	41.08
50.300	42.23
50.350	38.16
50.400	36.24
50.450	46.69
50.500	44.08
50.550	39.87
50.600	41.24
50.650	41.10
50.700	47.88
50.750	39.59
50.800	43.59
50.850	40.52
50.900	44.52
50.950	48.01
51.000	43.57
51.050	36.48
51.100	39.67
51.150	43.16
51.200	44.58
51.250	40.88
51.300	39.38
51.350	36.85
51.400	37.12
51.450	47.79
51.500	40.43
51.550	40.01
51.600	40.16
51.650	44.65
51.700	39.00
51.750	45.85
51.800	49.62
51.850	43.77
51.900	35.44
51.950	39.00
52.000	42.68
52.050	46.03
52.100	40.77
52.150	43.47
52.200	45.51
52.250	39.18
52.300	41.83
52.350	42.69
52.400	36.99
52.450	37.72
52.500	44.54
52.550	48.59
52.600	46.38
52.650	42.33
52.700	45.34
52.750	44.51
52.800	46.59
52.850	46.63
52.900	41.77
52.950	40.98
53.000	49.28
53.050	51.29
53.100	48.51
53.150	51.83
53.200	57.85
53.250	63.17
53.300	67.97
53.350	83.36
53.400	96.62
53.450	111.85
53.500	131.82
53.550	147.75
53.600	155.00
53.650	150.19
53.700	131.24
53.750	116.36
53.800	97.77
53.850	89.38
53.900	78.82
53.950	72.95
54.000	68.79
54.050	79.34
54.100	77.85
54.150	82.32
54.200	86.40
54.250	84.93
54.300	76.94
54.350	66.17
54.400	59.37
54.450	56.52
54.500	52.78
54.550	49.13
54.600	45.45
54.650	44.48
54.700	42.98
54.750	49.13
54.800	41.79
54.850	46.73
54.900	43.71
54.950	39.77
55.000	47.98
55.050	41.97
55.100	46.03
55.150	44.15
55.200	46.79
55.250	42.17
55.300	46.10
55.350	49.88
55.400	44.14
55.450	52.45
55.500	48.65
55.550	40.18
55.600	50.27
55.650	48.37
55.700	54.19
55.750	58.23
55.800	60.27
55.850	62.85
55.900	76.46
55.950	99.97
56.000	118.28
56.050	150.04
56.100	178.27
56.150	193.02
56.200	198.62
56.250	186.78
56.300	154.91
56.350	128.80
56.400	94.32
56.450	80.44
56.500	72.87
56.550	63.72
56.600	56.03
56.650	54.52
56.700	56.27
56.750	47.95
56.800	49.30
56.850	43.60
56.900	46.45
56.950	42.76
57.000	46.22
57.050	43.86
57.100	50.24
57.150	41.24
57.200	48.92
57.250	41.94
57.300	43.12
57.350	45.81
57.400	37.12
57.450	48.37
57.500	36.71
57.550	45.52
57.600	43.38
57.650	44.07
57.700	45.42
57.750	43.46
57.800	45.35
57.850	45.44
57.900	46.86
57.950	45.34
58.000	47.19
58.050	41.78
58.100	41.58
58.150	41.13
58.200	41.53
58.250	42.10
58.300	44.23
58.350	38.28
58.400	42.49
58.450	47.48
58.500	50.84
58.550	48.31
58.600	52.36
58.650	59.72
58.700	70.00
58.750	83.86
58.800	101.44
58.850	126.10
58.900	141.71
58.950	157.34
59.000	158.01
59.050	144.98
59.100	124.89
59.150	98.38
59.200	76.73
59.250	76.31
59.300	49.81
59.350	55.81
59.400	51.58
59.450	51.36
59.500	47.09
59.550	47.43
59.600	47.46
59.650	45.32
59.700	45.19
59.750	43.28
59.800	45.42
59.850	45.82
59.900	43.83
59.950	37.78
60.000	40.00
60.050	43.25
60.100	39.77
60.150	49.51
60.200	42.54
60.250	45.44
60.300	43.87
60.350	42.53
60.400	40.56
60.450	41.68
60.500	41.46
60.550	41.03
60.600	46.99
60.650	36.17
60.700	33.99
60.750	37.68
60.800	36.61
60.850	43.56
60.900	37.40
60.950	41.62
61.000	43.47
61.050	43.11
61.100	44.75
61.150	41.19
61.200	42.05
61.250	43.15
61.300	38.17
61.350	39.84
61.400	37.82
61.450	38.05
61.500	41.26
61.550	45.52
61.600	45.45
61.650	38.52
61.700	45.07
61.750	34.87
61.800	41.16
61.850	44.14
61.900	37.44
61.950	44.42
62.000	42.79
62.050	38.66
62.100	38.19
62.150	44.99
62.200	42.12
62.250	45.39
62.300	43.05
62.350	46.27
62.400	38.45
62.450	41.15
62.500	38.57
62.550	43.49
62.600	46.17
62.650	39.01
62.700	40.32
62.750	42.11
62.800	36.15
62.850	42.19
62.900	40.88
62.950	44.22
63.000	43.57
63.050	37.86
63.100	46.09
63.150	44.00
63.200	44.65
63.250	49.64
63.300	42.87
63.350	43.83
63.400	44.79
63.450	42.13
63.500	39.96
63.550	43.08
63.600	41.60
63.650	42.73
63.700	46.04
63.750	45.11
63.800	44.69
63.850	46.66
63.900	54.06
63.950	55.05
64.000	60.15
64.050	67.49
64.100	80.23
64.150	89.75
64.200	95.31
64.250	93.68
64.300	79.03
64.350	74.33
64.400	68.35
64.450	56.77
64.500	48.22
64.550	46.70
64.600	47.93
64.650	39.38
64.700	45.47
64.750	43.23
64.800	40.14
64.850	46.69
64.900	39.96
64.950	48.06
65.000	42.13
65.050	42.55
65.100	37.06
65.150	37.74
65.200	35.38
65.250	40.08
65.300	45.26
65.350	39.29
65.400	41.99
65.450	43.44
65.500	38.24
65.550	42.97
65.600	41.87
65.650	43.39
65.700	39.60
65.750	42.30
65.800	43.25
65.850	39.94
65.900	40.85
65.950	43.41
66.000	42.27
66.050	38.03
66.100	39.98
66.150	40.78
66.200	37.81
66.250	38.03
66.300	39.63
66.350	37.00
66.400	42.62
66.450	41.75
66.500	44.69
66.550	43.33
66.600	40.39
66.650	38.80
66.700	38.00
66.750	37.12
66.800	41.19
66.850	39.62
66.900	48.74
66.950	43.61
67.000	40.88
67.050	42.61
67.100	34.43
67.150	42.93
67.200	45.02
67.250	43.10
67.300	40.48
67.350	40.33
67.400	43.47
67.450	41.24
67.500	35.52
67.550	45.93
67.600	42.71
67.650	40.34
67.700	44.10
67.750	42.17
67.800	48.23
67.850	43.18
67.900	35.08
67.950	37.32
68.000	42.93
68.050	40.03
68.100	38.04
68.150	44.33
68.200	43.00
68.250	37.08
68.300	41.18
68.350	43.80
68.400	41.40
68.450	41.85
68.500	48.30
68.550	41.87
68.600	44.43
68.650	41.23
68.700	47.98
68.750	45.56
68.800	43.98
68.850	56.25
68.900	57.52
68.950	60.09
69.000	68.33
69.050	77.38
69.100	102.29
69.150	116.18
69.200	126.10
69.250	128.37
69.300	117.37
69.350	105.46
69.400	86.34
69.450	69.29
69.500	66.99
69.550	54.89
69.600	52.58
69.650	46.66
69.700	42.19
69.750	45.26
69.800	42.89
69.850	50.73
69.900	48.41
69.950	51.22
70.000	42.76
