2Theta	Intensity
30.450	71.72
30.500	69.04
30.550	68.70
30.600	74.70
30.650	64.89
30.700	70.41
30.750	67.38
30.800	68.14
30.850	72.57
30.900	69.01
30.950	69.14
31.000	71.02
31.050	66.01
31.100	64.37
31.150	63.67
31.200	60.46
31.250	74.55
31.300	63.51
31.350	66.62
31.400	66.44
31.450	68.50
31.500	70.30
31.550	70.47
31.600	65.44
31.650	66.91
31.700	68.50
31.750	66.66
31.800	73.17
31.850	69.28
31.900	70.15
31.950	69.92
32.000	71.72
32.050	68.27
32.100	63.11
32.150	69.07
32.200	65.40
32.250	65.85
32.300	69.77
32.350	72.07
32.400	67.83
32.450	68.85
32.500	73.74
32.550	68.64
32.600	76.92
32.650	69.81
32.700	61.69
32.750	70.50
32.800	69.22
32.850	72.41
32.900	70.27
32.950	67.45
33.000	63.66
33.050	67.23
33.100	65.00
33.150	65.97
33.200	70.07
33.250	73.87
33.300	69.43
33.350	63.88
33.400	69.63
33.450	72.28
33.500	65.98
33.550	67.66
33.600	68.19
33.650	65.41
33.700	70.44
33.750	67.77
33.800	69.67
33.850	65.11
33.900	66.71
33.950	70.78
34.000	66.96
34.050	74.33
34.100	66.90
34.150	69.10
34.200	71.59
34.250	63.38
34.300	62.20
34.350	63.04
34.400	72.81
34.450	66.48
34.500	77.38
34.550	66.46
34.600	69.10
34.650	73.87
34.700	75.51
34.750	75.71
34.800	72.74
34.850	72.11
34.900	70.62
34.950	71.28
35.000	66.65
35.050	65.73
35.100	68.59
35.150	68.03
35.200	67.05
35.250	71.09
35.300	72.01
35.350	68.99
35.400	73.87
35.450	64.72
35.500	68.05
35.550	66.23
35.600	62.22
35.650	68.48
35.700	68.36
35.750	74.10
35.800	71.03
35.850	65.25
35.900	75.34
35.950	73.14
36.000	70.92
36.050	68.10
36.100	65.55
36.150	67.62
36.200	72.75
36.250	75.55
36.300	74.37
36.350	67.27
36.400	65.08
36.450	69.51
36.500	62.84
36.550	70.18
36.600	68.55
36.650	67.45
36.700	63.51
36.750	70.91
36.800	67.26
36.850	65.04
36.900	59.10
36.950	69.07
37.000	75.39
37.050	75.02
37.100	67.62
37.150	67.13
37.200	70.89
37.250	65.77
37.300	70.34
37.350	71.98
37.400	73.61
37.450	68.98
37.500	68.63
37.550	66.29
37.600	66.49
37.650	68.60
37.700	70.70
37.750	72.63
37.800	66.64
37.850	74.69
37.900	68.53
37.950	69.43
38.000	66.90
38.050	61.05
38.100	72.65
38.150	72.15
38.200	68.61
38.250	69.84
38.300	71.43
38.350	64.18
38.400	67.82
38.450	72.47
38.500	65.32
38.550	70.75
38.600	65.00
38.650	71.40
38.700	69.66
38.750	64.16
38.800	73.91
38.850	67.28
38.900	67.04
38.950	70.60
39.000	73.94
39.050	66.39
39.100	70.19
39.150	71.50
39.200	72.45
39.250	70.66
39.300	68.79
39.350	67.20
39.400	70.43
39.450	66.40
39.500	59.96
39.550	71.74
39.600	73.41
39.650	62.00
39.700	66.77
39.750	72.51
39.800	77.58
39.850	70.48
39.900	67.90
39.950	69.84
40.000	75.33
40.050	68.30
40.100	67.81
40.150	68.96
40.200	67.36
40.250	71.17
40.300	76.47
40.350	71.97
40.400	70.01
40.450	69.93
40.500	65.53
40.550	74.16
40.600	70.86
40.650	70.56
40.700	82.44
40.750	72.38
40.800	68.78
40.850	70.00
40.900	75.60
40.950	72.07
41.000	66.74
41.050	75.09
41.100	69.64
41.150	78.65
41.200	76.00
41.250	70.79
41.300	76.98
41.350	72.88
41.400	75.80
41.450	74.68
41.500	70.22
41.550	71.13
41.600	77.21
41.650	72.68
41.700	72.70
41.750	71.06
41.800	76.21
41.850	82.30
41.900	71.73
41.950	75.98
42.000	81.32
42.050	76.64
42.100	79.10
42.150	74.48
42.200	80.47
42.250	79.20
42.300	84.32
42.350	86.20
42.400	92.47
42.450	87.03
42.500	88.03
42.550	89.83
42.600	90.65
42.650	96.41
42.700	98.35
42.750	105.28
42.800	116.36
42.850	118.31
42.900	141.53
42.950	168.54
43.000	208.85
43.050	276.89
43.100	396.52
43.150	558.17
43.200	732.64
43.250	885.94
43.300	947.91
43.350	877.16
43.400	713.09
43.450	532.40
43.500	381.45
43.550	272.06
43.600	199.32
43.650	165.70
43.700	134.19
43.750	124.75
43.800	116.22
43.850	107.60
43.900	97.46
43.950	96.35
44.000	91.60
44.050	85.87
44.100	87.97
44.150	80.86
44.200	87.59
44.250	80.48
44.300	81.67
44.350	80.98
44.400	78.22
44.450	80.43
44.500	76.06
44.550	80.19
44.600	71.91
44.650	76.60
44.700	82.53
44.750	71.87
44.800	72.66
44.850	76.53
44.900	75.09
44.950	75.43
45.000	75.69
45.050	75.99
45.100	77.46
45.150	74.84
45.200	72.39
45.250	75.44
45.300	79.60
45.350	72.36
45.400	69.30
45.450	76.47
45.500	72.07
45.550	64.80
45.600	75.28
45.650	70.36
45.700	71.84
45.750	73.24
45.800	72.68
45.850	74.44
45.900	70.37
45.950	73.64
46.000	70.88
46.050	74.33
46.100	73.85
46.150	68.38
46.200	75.42
46.250	69.70
46.300	74.37
46.350	72.80
46.400	77.92
46.450	70.67
46.500	70.21
46.550	71.34
46.600	70.32
46.650	74.16
46.700	65.69
46.750	67.64
46.800	67.57
46.850	74.62
46.900	77.27
46.950	70.91
47.000	70.67
47.050	71.50
47.100	75.31
47.150	67.99
47.200	72.07
47.250	74.65
47.300	72.98
47.350	71.89
47.400	74.74
47.450	61.77
47.500	73.61
47.550	68.96
47.600	64.84
47.650	73.05
47.700	76.08
47.750	70.80
47.800	74.63
47.850	76.96
47.900	75.93
47.950	77.09
48.000	73.97
48.050	71.66
48.100	65.82
48.150	70.60
48.200	68.54
48.250	79.13
48.300	70.95
48.350	72.05
48.400	73.59
48.450	71.87
48.500	77.71
48.550	69.66
48.600	72.59
48.650	69.39
48.700	67.45
48.750	70.02
48.800	72.14
48.850	70.88
48.900	70.08
48.950	67.73
49.000	72.51
49.050	67.71
49.100	75.83
49.150	73.67
49.200	68.53
49.250	72.82
49.300	71.59
49.350	75.70
49.400	79.68
49.450	68.90
49.500	76.42
49.550	76.10
49.600	79.77
49.650	79.07
49.700	76.78
49.750	79.61
49.800	79.56
49.850	88.15
49.900	87.07
49.950	97.20
50.000	95.53
50.050	101.56
50.100	112.87
50.150	136.00
50.200	175.99
50.250	240.49
50.300	316.97
50.350	392.02
50.400	463.90
50.450	469.37
50.500	422.05
50.550	347.33
50.600	265.21
50.650	196.97
50.700	149.80
50.750	116.94
50.800	105.14
50.850	97.11
50.900	88.40
50.950	87.41
51.000	85.26
51.050	81.99
51.100	78.75
51.150	80.20
51.200	79.99
51.250	73.65
51.300	81.59
51.350	75.61
51.400	75.43
51.450	77.33
51.500	75.23
51.550	77.36
51.600	74.68
51.650	71.23
51.700	74.37
51.750	68.87
51.800	73.03
51.850	72.34
51.900	71.55
51.950	71.67
52.000	65.39
52.050	69.92
52.100	72.05
52.150	72.17
52.200	67.91
52.250	75.84
52.300	68.29
52.350	74.63
52.400	72.66
52.450	68.83
52.500	77.24
52.550	66.78
52.600	74.12
52.650	74.35
52.700	68.44
52.750	75.61
52.800	69.82
52.850	71.66
52.900	71.52
52.950	70.09
53.000	73.36
53.050	73.27
53.100	64.33
53.150	74.98
53.200	64.57
53.250	73.97
53.300	74.27
53.350	66.48
53.400	68.83
53.450	66.37
53.500	69.46
53.550	69.11
53.600	72.89
53.650	74.72
53.700	75.00
53.750	68.12
53.800	69.34
53.850	64.16
53.900	67.21
53.950	73.38
54.000	75.64
54.050	65.65
54.100	67.87
54.150	69.84
54.200	70.89
54.250	67.06
54.300	71.36
54.350	68.20
54.400	69.79
54.450	71.74
54.500	69.83
54.550	68.26
54.600	69.39
54.650	69.45
54.700	68.45
54.750	68.82
54.800	75.31
54.850	71.66
54.900	68.65
54.950	72.11
55.000	68.48
55.050	73.74
55.100	70.92
55.150	69.23
55.200	71.16
55.250	64.08
55.300	65.62
55.350	65.37
55.400	70.04
55.450	75.59
55.500	77.32
55.550	71.73
55.600	71.23
55.650	63.16
55.700	67.56
55.750	66.68
55.800	67.25
55.850	68.83
55.900	67.75
55.950	62.46
56.000	71.99
56.050	65.61
56.100	70.19
56.150	76.59
56.200	66.10
56.250	60.45
56.300	68.29
56.350	73.14
56.400	76.12
56.450	64.95
56.500	70.98
56.550	67.60
56.600	68.85
56.650	78.46
56.700	63.93
56.750	70.07
56.800	70.80
56.850	72.95
56.900	69.48
56.950	70.20
57.000	67.74
57.050	70.04
57.100	67.89
57.150	71.25
57.200	67.77
57.250	70.37
57.300	68.93
57.350	72.96
57.400	68.83
57.450	62.79
57.500	73.40
57.550	65.80
57.600	66.67
57.650	66.86
57.700	73.74
57.750	61.44
57.800	79.89
57.850	72.59
57.900	69.66
57.950	68.67
58.000	69.85
58.050	70.66
58.100	71.08
58.150	70.76
58.200	69.11
58.250	68.09
58.300	68.24
58.350	68.08
58.400	72.71
58.450	70.81
58.500	58.43
58.550	71.00
58.600	69.37
58.650	68.61
58.700	67.30
58.750	72.58
58.800	71.95
58.850	65.92
58.900	70.03
58.950	65.19
59.000	63.75
59.050	66.37
59.100	71.57
59.150	71.87
59.200	70.32
59.250	71.05
59.300	70.30
59.350	66.24
59.400	69.98
59.450	71.25
59.500	71.08
59.550	72.59
59.600	70.89
59.650	69.63
59.700	72.13
59.750	68.27
59.800	65.27
59.850	67.77
59.900	65.72
59.950	65.95
60.000	67.79
60.050	65.51
60.100	67.19
60.150	61.62
60.200	68.98
60.250	68.22
60.300	65.35
60.350	70.50
60.400	71.46
60.450	62.53
60.500	65.48
60.550	65.44
60.600	64.83
60.650	71.00
60.700	67.41
60.750	67.14
60.800	61.04
60.850	70.26
60.900	63.69
60.950	68.22
61.000	68.96
61.050	72.74
61.100	63.38
61.150	57.38
61.200	68.58
61.250	74.22
61.300	72.24
61.350	68.62
61.400	66.15
61.450	70.68
61.500	64.43
61.550	69.49
61.600	69.58
61.650	71.50
61.700	77.43
61.750	69.13
61.800	65.96
61.850	67.64
61.900	61.52
61.950	65.26
62.000	66.24
62.050	65.83
62.100	68.18
62.150	64.75
62.200	71.54
62.250	67.60
62.300	67.55
62.350	66.41
62.400	68.09
62.450	70.42
62.500	64.48
62.550	65.19
62.600	66.42
62.650	62.75
62.700	64.58
62.750	65.76
62.800	70.47
62.850	68.31
62.900	68.06
62.950	70.34
63.000	66.86
63.050	68.69
63.100	66.95
63.150	68.22
63.200	65.24
63.250	58.72
63.300	66.77
63.350	72.20
63.400	70.45
63.450	70.57
63.500	71.50
63.550	67.46
63.600	67.83
63.650	64.96
63.700	65.99
63.750	69.24
63.800	71.28
63.850	66.56
63.900	65.45
63.950	67.01
64.000	69.10
64.050	61.92
64.100	58.92
64.150	65.01
64.200	62.65
64.250	65.13
64.300	66.37
64.350	65.28
64.400	71.93
64.450	67.98
64.500	67.87
64.550	68.97
64.600	62.79
64.650	70.40
64.700	66.47
64.750	69.07
64.800	62.95
64.850	61.25
64.900	69.53
64.950	67.96
65.000	63.47
65.050	63.57
65.100	70.53
65.150	62.41
65.200	72.30
65.250	63.38
65.300	68.75
65.350	65.35
65.400	68.59
65.450	64.55
65.500	65.87
65.550	66.56
65.600	62.89
65.650	68.98
65.700	64.57
65.750	65.54
65.800	62.84
65.850	57.34
65.900	65.62
65.950	74.71
66.000	68.99
66.050	66.16
66.100	65.29
66.150	66.27
66.200	68.08
66.250	62.02
66.300	70.03
66.350	68.61
66.400	68.60
66.450	67.61
66.500	66.12
66.550	68.39
66.600	68.08
66.650	64.75
66.700	63.96
66.750	66.31
66.800	71.35
66.850	61.58
66.900	60.76
66.950	66.45
67.000	66.03
67.050	66.44
67.100	66.67
67.150	65.01
67.200	70.99
67.250	60.15
67.300	62.83
67.350	65.35
67.400	59.94
67.450	65.05
67.500	71.46
67.550	65.70
67.600	66.42
67.650	61.18
67.700	63.41
67.750	64.23
67.800	64.42
67.850	69.99
67.900	67.44
67.950	61.58
68.000	66.31
68.050	67.17
68.100	69.39
68.150	70.92
68.200	61.81
68.250	62.50
68.300	60.92
68.350	64.48
68.400	66.91
68.450	68.72
68.500	64.97
68.550	64.10
68.600	65.73
68.650	62.25
68.700	72.47
68.750	59.51
68.800	65.76
68.850	72.18
68.900	65.10
68.950	64.39
69.000	63.78
69.050	64.38
69.100	69.80
69.150	57.23
69.200	70.32
69.250	59.94
69.300	63.97
69.350	63.38
69.400	66.93
69.450	59.25
69.500	66.44
69.550	71.89
69.600	60.01
69.650	65.43
69.700	62.43
69.750	66.21
69.800	64.77
69.850	62.44
69.900	66.37
69.950	70.96
70.000	63.95
70.050	67.12
70.100	60.06
70.150	61.22
70.200	66.20
70.250	69.72
70.300	65.75
70.350	63.39
70.400	64.46
70.450	60.07
70.500	66.54
70.550	67.50
70.600	62.81
70.650	62.73
70.700	65.28
70.750	62.81
70.800	64.09
70.850	71.65
70.900	63.42
70.950	63.01
71.000	61.98
71.050	66.84
71.100	63.58
71.150	61.93
71.200	68.81
71.250	69.14
71.300	62.05
71.350	57.61
71.400	67.66
71.450	61.72
71.500	66.87
71.550	57.20
71.600	67.20
71.650	59.83
71.700	66.62
71.750	64.10
71.800	60.71
71.850	62.61
71.900	66.44
71.950	64.40
72.000	66.07
72.050	70.94
72.100	58.55
72.150	69.69
72.200	64.40
72.250	60.90
72.300	59.40
72.350	63.40
72.400	67.31
72.450	63.66
72.500	69.41
72.550	59.07
72.600	64.14
72.650	59.84
72.700	65.55
72.750	67.43
72.800	62.92
72.850	55.35
72.900	65.24
72.950	66.18
73.000	66.18
73.050	69.22
73.100	61.31
73.150	67.62
73.200	69.63
73.250	59.50
73.300	67.15
73.350	64.64
73.400	66.58
73.450	68.64
73.500	66.41
73.550	66.62
73.600	70.24
73.650	67.87
73.700	70.16
73.750	80.04
73.800	79.96
73.850	97.12
73.900	113.90
73.950	131.95
74.000	168.84
74.050	211.07
74.100	229.92
74.150	234.51
74.200	214.96
74.250	181.04
74.300	143.06
74.350	114.42
74.400	102.38
74.450	91.47
74.500	81.71
74.550	74.42
74.600	68.73
74.650	66.94
74.700	70.42
74.750	69.08
74.800	71.75
74.850	68.49
74.900	60.42
74.950	68.93
75.000	61.37
75.050	63.20
75.100	65.14
75.150	71.01
75.200	74.69
75.250	65.74
75.300	62.80
75.350	65.16
75.400	66.26
75.450	61.90
75.500	69.19
75.550	63.60
75.600	64.44
75.650	64.93
75.700	63.99
75.750	65.37
75.800	60.20
75.850	60.33
75.900	58.36
75.950	63.69
76.000	64.81
76.050	63.63
76.100	67.83
76.150	61.89
76.200	64.20
76.250	57.99
76.300	60.40
76.350	64.14
76.400	64.63
76.450	60.59
76.500	61.32
76.550	56.21
76.600	60.23
76.650	64.56
76.700	63.41
76.750	63.11
76.800	61.49
76.850	61.30
76.900	58.93
76.950	63.65
77.000	62.64
77.050	62.85
77.100	59.25
77.150	53.52
77.200	64.86
77.250	59.31
77.300	57.93
77.350	63.34
77.400	59.51
77.450	64.55
77.500	62.97
77.550	63.17
77.600	55.96
77.650	64.95
77.700	61.59
77.750	59.35
77.800	61.11
77.850	54.36
77.900	61.97
77.950	56.91
78.000	55.74
78.050	55.12
78.100	64.31
78.150	58.18
78.200	65.72
78.250	58.44
78.300	54.31
78.350	56.34
78.400	64.55
78.450	59.64
78.500	58.24
78.550	60.68
78.600	61.85
78.650	63.97
78.700	65.10
78.750	58.74
78.800	55.33
78.850	58.49
78.900	60.82
78.950	56.50
79.000	56.49
79.050	61.02
79.100	59.61
79.150	59.86
79.200	57.06
79.250	58.88
79.300	56.42
79.350	62.74
79.400	63.22
79.450	53.10
79.500	56.28
79.550	54.26
79.600	57.20
79.650	59.15
79.700	54.34
79.750	56.15
79.800	55.83
79.850	60.04
79.900	59.53
79.950	56.73
80.000	59.84
