2Theta	Intensity
29.950	63.45
30.000	67.97
30.050	68.59
30.100	70.18
30.150	70.11
30.200	62.83
30.250	64.17
30.300	68.55
30.350	68.56
30.400	68.58
30.450	78.62
30.500	68.79
30.550	70.50
30.600	69.97
30.650	69.08
30.700	66.20
30.750	69.44
30.800	64.86
30.850	66.49
30.900	65.76
30.950	67.48
31.000	74.20
31.050	61.67
31.100	69.35
31.150	62.47
31.200	65.91
31.250	70.61
31.300	67.55
31.350	64.14
31.400	65.25
31.450	69.45
31.500	65.24
31.550	68.09
31.600	67.60
31.650	65.52
31.700	73.93
31.750	69.42
31.800	61.46
31.850	68.11
31.900	65.58
31.950	70.14
32.000	65.22
32.050	67.27
32.100	69.15
32.150	70.25
32.200	64.06
32.250	66.68
32.300	66.27
32.350	65.76
32.400	73.03
32.450	68.96
32.500	63.98
32.550	70.53
32.600	74.16
32.650	70.91
32.700	63.27
32.750	66.39
32.800	71.66
32.850	65.76
32.900	69.23
32.950	70.23
33.000	65.15
33.050	67.76
33.100	58.24
33.150	64.90
33.200	67.23
33.250	64.26
33.300	72.92
33.350	63.75
33.400	66.73
33.450	68.46
33.500	72.41
33.550	63.79
33.600	71.61
33.650	68.16
33.700	65.20
33.750	69.55
33.800	68.78
33.850	66.39
33.900	68.42
33.950	67.07
34.000	68.58
34.050	70.24
34.100	73.03
34.150	64.57
34.200	74.70
34.250	62.46
34.300	67.88
34.350	70.11
34.400	69.21
34.450	66.51
34.500	67.77
34.550	66.93
34.600	66.66
34.650	70.99
34.700	69.52
34.750	66.39
34.800	71.18
34.850	69.42
34.900	70.95
34.950	70.42
35.000	66.06
35.050	66.88
35.100	70.81
35.150	70.42
35.200	68.54
35.250	68.97
35.300	72.47
35.350	66.87
35.400	70.30
35.450	68.07
35.500	68.04
35.550	72.00
35.600	71.20
35.650	71.18
35.700	72.67
35.750	68.83
35.800	70.82
35.850	67.86
35.900	69.78
35.950	68.43
36.000	69.13
36.050	70.64
36.100	66.41
36.150	75.16
36.200	65.88
36.250	65.27
36.300	72.40
36.350	71.31
36.400	70.83
36.450	70.85
36.500	68.95
36.550	66.31
36.600	69.24
36.650	67.00
36.700	71.97
36.750	68.62
36.800	66.60
36.850	68.12
36.900	70.34
36.950	67.43
37.000	66.67
37.050	69.88
37.100	69.90
37.150	67.66
37.200	67.78
37.250	69.90
37.300	64.88
37.350	65.02
37.400	67.10
37.450	68.63
37.500	70.22
37.550	73.73
37.600	71.89
37.650	68.85
37.700	69.29
37.750	66.35
37.800	69.32
37.850	68.53
37.900	70.38
37.950	66.94
38.000	71.00
38.050	74.06
38.100	69.15
38.150	70.70
38.200	71.58
38.250	68.32
38.300	70.22
38.350	69.60
38.400	69.87
38.450	67.28
38.500	69.69
38.550	71.13
38.600	74.01
38.650	72.55
38.700	76.15
38.750	67.41
38.800	72.35
38.850	70.30
38.900	76.34
38.950	67.36
39.000	67.29
39.050	68.03
39.100	63.48
39.150	68.30
39.200	67.62
39.250	70.37
39.300	70.97
39.350	75.59
39.400	72.84
39.450	68.28
39.500	67.34
39.550	71.54
39.600	66.13
39.650	75.61
39.700	73.69
39.750	68.77
39.800	65.07
39.850	74.30
39.900	69.92
39.950	74.01
40.000	65.55
40.050	68.57
40.100	70.42
40.150	70.58
40.200	69.13
40.250	72.39
40.300	67.36
40.350	70.18
40.400	71.01
40.450	72.24
40.500	72.88
40.550	67.42
40.600	66.25
40.650	74.74
40.700	71.96
40.750	68.78
40.800	75.75
40.850	71.51
40.900	74.77
40.950	71.51
41.000	77.57
41.050	76.74
41.100	70.82
41.150	74.58
41.200	73.71
41.250	75.99
41.300	69.11
41.350	74.19
41.400	75.44
41.450	67.14
41.500	69.02
41.550	66.63
41.600	72.12
41.650	75.29
41.700	77.86
41.750	73.82
41.800	78.75
41.850	70.02
41.900	69.37
41.950	74.67
42.000	76.39
42.050	75.59
42.100	69.99
42.150	76.50
42.200	73.50
42.250	80.16
42.300	80.09
42.350	77.15
42.400	79.57
42.450	79.28
42.500	83.86
42.550	88.82
42.600	85.31
42.650	92.61
42.700	93.03
42.750	96.70
42.800	104.54
42.850	109.61
42.900	122.56
42.950	139.51
43.000	183.13
43.050	240.41
43.100	347.60
43.150	517.68
43.200	731.06
43.250	935.45
43.300	1021.40
43.350	917.74
43.400	702.93
43.450	492.25
43.500	332.83
43.550	223.78
43.600	167.45
43.650	144.41
43.700	127.57
43.750	110.97
43.800	105.92
43.850	99.54
43.900	103.52
43.950	94.22
44.000	87.73
44.050	83.01
44.100	79.20
44.150	83.08
44.200	78.90
44.250	75.79
44.300	77.17
44.350	75.04
44.400	82.63
44.450	79.59
44.500	76.37
44.550	80.35
44.600	75.71
44.650	72.51
44.700	79.32
44.750	76.06
44.800	71.05
44.850	73.34
44.900	71.06
44.950	69.33
45.000	76.06
45.050	78.84
45.100	68.76
45.150	74.50
45.200	70.72
45.250	71.09
45.300	70.66
45.350	69.74
45.400	72.38
45.450	69.65
45.500	72.87
45.550	71.83
45.600	71.19
45.650	69.12
45.700	70.05
45.750	73.98
45.800	73.17
45.850	68.68
45.900	71.86
45.950	73.77
46.000	66.47
46.050	73.07
46.100	69.41
46.150	73.08
46.200	69.04
46.250	65.89
46.300	66.39
46.350	71.39
46.400	72.00
46.450	68.49
46.500	73.10
46.550	66.18
46.600	70.94
46.650	67.49
46.700	69.15
46.750	71.24
46.800	68.50
46.850	69.92
46.900	74.08
46.950	69.32
47.000	73.55
47.050	67.65
47.100	72.62
47.150	75.35
47.200	63.61
47.250	68.63
47.300	72.75
47.350	70.41
47.400	72.13
47.450	69.21
47.500	71.28
47.550	70.56
47.600	74.54
47.650	71.81
47.700	72.06
47.750	69.83
47.800	69.61
47.850	69.79
47.900	72.28
47.950	69.85
48.000	72.01
48.050	77.38
48.100	73.79
48.150	70.23
48.200	74.84
48.250	70.04
48.300	65.18
48.350	68.31
48.400	65.76
48.450	70.36
48.500	71.52
48.550	76.55
48.600	72.56
48.650	70.98
48.700	74.20
48.750	65.15
48.800	72.58
48.850	74.28
48.900	67.64
48.950	75.62
49.000	73.33
49.050	71.21
49.100	74.52
49.150	79.61
49.200	73.55
49.250	73.98
49.300	72.12
49.350	71.24
49.400	76.63
49.450	71.96
49.500	75.21
49.550	74.10
49.600	77.61
49.650	77.93
49.700	80.96
49.750	77.43
49.800	79.52
49.850	79.12
49.900	82.91
49.950	88.25
50.000	93.36
50.050	94.32
50.100	109.86
50.150	129.99
50.200	161.33
50.250	223.24
50.300	299.50
50.350	399.27
50.400	481.98
50.450	506.15
50.500	436.23
50.550	333.18
50.600	242.56
50.650	172.20
50.700	142.05
50.750	112.33
50.800	99.97
50.850	94.79
50.900	89.56
50.950	85.62
51.000	80.18
51.050	82.10
51.100	84.85
51.150	82.04
51.200	81.79
51.250	74.66
51.300	72.54
51.350	74.55
51.400	74.60
51.450	77.28
51.500	68.55
51.550	77.89
51.600	72.54
51.650	71.48
51.700	69.50
51.750	67.37
51.800	74.63
51.850	72.22
51.900	67.98
51.950	67.83
52.000	70.59
52.050	76.49
52.100	70.60
52.150	66.78
52.200	70.46
52.250	70.30
52.300	62.95
52.350	70.81
52.400	70.22
52.450	72.94
52.500	76.34
52.550	74.12
52.600	69.88
52.650	67.32
52.700	78.32
52.750	70.73
52.800	70.55
52.850	70.40
52.900	71.03
52.950	69.97
53.000	68.65
53.050	68.70
53.100	70.21
53.150	68.65
53.200	68.11
53.250	70.54
53.300	69.43
53.350	74.68
53.400	62.19
53.450	73.40
53.500	73.84
53.550	63.86
53.600	69.03
53.650	68.92
53.700	65.79
53.750	67.66
53.800	66.64
53.850	75.21
53.900	72.74
53.950	73.73
54.000	72.06
54.050	66.49
54.100	68.29
54.150	71.32
54.200	66.16
54.250	71.95
54.300	69.08
54.350	68.66
54.400	71.90
54.450	71.08
54.500	68.65
54.550	73.20
54.600	66.46
54.650	71.54
54.700	71.46
54.750	68.73
54.800	70.63
54.850	65.88
54.900	72.39
54.950	69.05
55.000	68.02
55.050	72.73
55.100	67.45
55.150	65.33
55.200	64.87
55.250	71.34
55.300	65.67
55.350	74.76
55.400	63.24
55.450	74.56
55.500	70.09
55.550	69.16
55.600	67.80
55.650	70.62
55.700	69.30
55.750	72.71
55.800	69.73
55.850	69.82
55.900	68.27
55.950	69.17
56.000	70.26
56.050	64.19
56.100	65.26
56.150	71.52
56.200	69.79
56.250	68.72
56.300	69.31
56.350	70.29
56.400	67.61
56.450	66.88
56.500	69.79
56.550	66.26
56.600	70.41
56.650	64.06
56.700	72.24
56.750	70.56
56.800	69.90
56.850	72.07
56.900	74.10
56.950	72.14
57.000	63.56
57.050	65.23
57.100	67.18
57.150	69.12
57.200	70.58
57.250	66.84
57.300	69.57
57.350	66.73
57.400	67.15
57.450	64.75
57.500	66.18
57.550	64.89
57.600	66.00
57.650	72.08
57.700	66.05
57.750	76.79
57.800	70.36
57.850	69.42
57.900	66.28
57.950	70.94
58.000	67.10
58.050	69.18
58.100	76.48
58.150	68.50
58.200	72.22
58.250	66.65
58.300	68.64
58.350	74.05
58.400	66.84
58.450	74.14
58.500	70.82
58.550	66.99
58.600	70.56
58.650	71.57
58.700	70.50
58.750	63.91
58.800	66.43
58.850	67.86
58.900	68.36
58.950	70.43
59.000	69.09
59.050	64.54
59.100	69.67
59.150	70.35
59.200	70.18
59.250	71.73
59.300	70.98
59.350	69.84
59.400	68.24
59.450	63.45
59.500	69.71
59.550	69.03
59.600	69.20
59.650	64.55
59.700	65.12
59.750	71.51
59.800	68.21
59.850	70.36
59.900	68.39
59.950	68.38
60.000	71.09
60.050	66.71
60.100	68.53
60.150	66.84
60.200	66.91
60.250	67.27
60.300	68.85
60.350	66.74
60.400	71.93
60.450	65.46
60.500	67.57
60.550	66.79
60.600	72.44
60.650	68.67
60.700	71.16
60.750	63.60
60.800	68.84
60.850	70.69
60.900	68.25
60.950	71.19
61.000	66.43
61.050	72.19
61.100	74.84
61.150	66.84
61.200	66.58
61.250	72.26
61.300	72.62
61.350	66.30
61.400	66.59
61.450	66.99
61.500	63.79
61.550	65.05
61.600	64.78
61.650	65.47
61.700	67.65
61.750	68.45
61.800	72.38
61.850	64.72
61.900	70.65
61.950	67.04
62.000	67.51
62.050	69.67
62.100	64.26
62.150	68.76
62.200	68.10
62.250	69.06
62.300	68.43
62.350	74.91
62.400	65.62
62.450	65.92
62.500	65.63
62.550	65.82
62.600	65.55
62.650	71.02
62.700	71.69
62.750	65.70
62.800	64.90
62.850	68.80
62.900	65.71
62.950	69.25
63.000	67.94
63.050	62.77
63.100	71.94
63.150	72.67
63.200	65.42
63.250	66.08
63.300	68.08
63.350	68.21
63.400	69.17
63.450	73.21
63.500	66.63
63.550	64.75
63.600	62.98
63.650	64.91
63.700	66.99
63.750	72.45
63.800	65.50
63.850	67.71
63.900	66.97
63.950	70.56
64.000	74.56
64.050	65.37
64.100	65.48
64.150	70.06
64.200	68.96
64.250	72.43
64.300	68.63
64.350	65.78
64.400	68.61
64.450	70.14
64.500	69.26
64.550	68.30
64.600	69.96
64.650	70.25
64.700	70.87
64.750	68.65
64.800	66.19
64.850	67.11
64.900	70.27
64.950	64.18
65.000	67.72
65.050	65.42
65.100	66.66
65.150	70.39
65.200	67.11
65.250	66.66
65.300	62.42
65.350	68.72
65.400	68.40
65.450	72.94
65.500	65.50
65.550	67.06
65.600	67.14
65.650	71.10
65.700	66.06
65.750	67.17
65.800	68.14
65.850	66.85
65.900	64.93
65.950	66.84
66.000	69.45
66.050	63.13
66.100	66.59
66.150	64.07
66.200	69.74
66.250	61.57
66.300	64.44
66.350	67.23
66.400	70.77
66.450	65.86
66.500	64.37
66.550	71.66
66.600	61.65
66.650	59.38
66.700	67.28
66.750	64.43
66.800	62.85
66.850	68.02
66.900	66.61
66.950	64.17
67.000	62.00
67.050	68.43
67.100	67.75
67.150	65.48
67.200	71.30
67.250	62.53
67.300	61.14
67.350	63.62
67.400	65.54
67.450	66.38
67.500	64.91
67.550	66.67
67.600	61.84
67.650	69.90
67.700	65.31
67.750	68.88
67.800	66.54
67.850	66.86
67.900	67.18
67.950	66.79
68.000	67.36
68.050	69.40
68.100	65.98
68.150	67.49
68.200	65.08
68.250	69.65
68.300	63.27
68.350	70.69
68.400	65.14
68.450	60.95
68.500	65.60
68.550	63.16
68.600	67.70
68.650	63.20
68.700	63.80
68.750	59.45
68.800	63.74
68.850	57.80
68.900	60.30
68.950	67.31
69.000	67.37
69.050	66.27
69.100	62.07
69.150	64.81
69.200	64.92
69.250	61.43
69.300	69.40
69.350	67.50
69.400	64.18
69.450	64.90
69.500	65.43
69.550	58.66
69.600	64.02
69.650	62.69
69.700	61.71
69.750	63.85
69.800	70.07
69.850	66.58
69.900	62.92
69.950	66.33
70.000	68.79
70.050	67.35
70.100	64.73
70.150	62.59
70.200	66.61
70.250	65.67
70.300	67.16
70.350	66.36
70.400	67.58
70.450	62.81
70.500	68.35
70.550	64.97
70.600	70.58
70.650	62.27
70.700	69.52
70.750	64.89
70.800	62.32
70.850	62.81
70.900	63.28
70.950	65.50
71.000	65.77
71.050	62.47
71.100	64.10
71.150	70.58
71.200	69.32
71.250	65.43
71.300	64.22
71.350	64.45
71.400	65.91
71.450	60.99
71.500	63.27
71.550	59.02
71.600	65.21
71.650	65.94
71.700	62.54
71.750	68.70
71.800	60.29
71.850	59.57
71.900	64.63
71.950	67.09
72.000	68.99
72.050	62.56
72.100	67.17
72.150	63.81
72.200	63.41
72.250	66.58
72.300	65.89
72.350	59.21
72.400	68.38
72.450	68.10
72.500	62.10
72.550	65.18
72.600	65.50
72.650	64.83
72.700	62.43
72.750	62.11
72.800	64.09
72.850	67.75
72.900	65.93
72.950	63.26
73.000	66.78
73.050	56.03
73.100	68.15
73.150	59.63
73.200	63.95
73.250	61.89
73.300	61.62
73.350	69.30
73.400	64.79
73.450	67.70
73.500	67.10
73.550	69.41
73.600	69.15
73.650	66.32
73.700	74.90
73.750	73.09
73.800	74.46
73.850	86.25
73.900	107.38
73.950	131.11
74.000	164.74
74.050	208.81
74.100	244.35
74.150	255.43
74.200	219.44
74.250	175.53
74.300	138.03
74.350	107.58
74.400	88.87
74.450	79.49
74.500	74.68
74.550	71.80
74.600	72.16
74.650	68.76
74.700	69.75
74.750	66.49
74.800	66.30
74.850	59.53
74.900	67.83
74.950	65.74
75.000	67.38
75.050	55.42
75.100	70.14
75.150	63.24
75.200	66.80
75.250	60.19
75.300	65.00
75.350	59.87
75.400	61.04
75.450	68.54
75.500	62.13
75.550	63.26
75.600	65.13
75.650	63.92
75.700	62.81
75.750	63.38
75.800	69.43
75.850	61.98
75.900	62.69
75.950	65.18
76.000	65.29
76.050	65.48
76.100	63.78
76.150	58.39
76.200	66.67
76.250	58.28
76.300	62.58
76.350	59.36
76.400	61.39
76.450	62.53
76.500	62.46
76.550	62.72
76.600	66.26
76.650	62.74
76.700	60.61
76.750	64.19
76.800	64.83
76.850	57.54
76.900	62.98
76.950	63.25
77.000	60.22
77.050	65.21
77.100	60.59
77.150	61.39
77.200	60.46
77.250	60.99
77.300	57.62
77.350	56.55
77.400	65.62
77.450	58.26
77.500	57.80
77.550	54.28
77.600	58.79
77.650	56.70
77.700	65.57
77.750	63.64
77.800	58.51
77.850	67.30
77.900	63.46
77.950	59.50
78.000	52.95
78.050	67.29
78.100	56.22
78.150	55.42
78.200	63.39
78.250	67.61
78.300	64.41
78.350	61.92
78.400	61.98
78.450	62.72
78.500	62.41
78.550	60.95
78.600	60.38
78.650	59.85
78.700	57.75
78.750	59.14
78.800	54.87
78.850	59.62
78.900	56.92
78.950	56.54
79.000	60.36
79.050	63.97
79.100	62.52
79.150	55.02
79.200	56.73
79.250	62.49
79.300	56.69
79.350	58.94
79.400	61.23
79.450	56.64
79.500	59.83
79.550	55.48
79.600	57.65
79.650	60.38
79.700	54.62
79.750	60.69
79.800	59.27
79.850	60.96
79.900	59.94
79.950	63.33
80.000	59.59
